waveform	Sine
t0	01/01/1904  01:00:00,000000
delta t	0,001000

time	Sine
01/01/1904  01:00:00,561000	-1,000000E+0
01/01/1904  01:00:00,562000	-1,000000E+0
01/01/1904  01:00:00,563000	-1,000000E+0
01/01/1904  01:00:00,564000	-1,000000E+0
01/01/1904  01:00:00,565000	-1,000000E+0
01/01/1904  01:00:00,566000	-1,000000E+0
01/01/1904  01:00:00,567000	1,000000E+0
01/01/1904  01:00:00,568000	1,000000E+0
01/01/1904  01:00:00,569000	1,000000E+0
01/01/1904  01:00:00,570000	1,000000E+0
01/01/1904  01:00:00,571000	1,000000E+0
01/01/1904  01:00:00,572000	1,000000E+0
01/01/1904  01:00:00,573000	1,000000E+0
01/01/1904  01:00:00,574000	1,000000E+0
01/01/1904  01:00:00,575000	1,000000E+0
01/01/1904  01:00:00,576000	1,000000E+0
01/01/1904  01:00:00,577000	1,000000E+0
01/01/1904  01:00:00,578000	1,000000E+0
01/01/1904  01:00:00,579000	1,000000E+0
01/01/1904  01:00:00,580000	1,000000E+0
01/01/1904  01:00:00,581000	1,000000E+0
01/01/1904  01:00:00,582000	1,000000E+0
01/01/1904  01:00:00,583000	1,000000E+0
01/01/1904  01:00:00,584000	-1,000000E+0
01/01/1904  01:00:00,585000	-1,000000E+0
01/01/1904  01:00:00,586000	-1,000000E+0
01/01/1904  01:00:00,587000	-1,000000E+0
01/01/1904  01:00:00,588000	-1,000000E+0
01/01/1904  01:00:00,589000	-1,000000E+0
01/01/1904  01:00:00,590000	-1,000000E+0
01/01/1904  01:00:00,591000	-1,000000E+0
01/01/1904  01:00:00,592000	-1,000000E+0
01/01/1904  01:00:00,593000	-1,000000E+0
01/01/1904  01:00:00,594000	-1,000000E+0
01/01/1904  01:00:00,595000	-1,000000E+0
01/01/1904  01:00:00,596000	-1,000000E+0
01/01/1904  01:00:00,597000	-1,000000E+0
01/01/1904  01:00:00,598000	-1,000000E+0
01/01/1904  01:00:00,599000	-1,000000E+0
01/01/1904  01:00:00,600000	1,000000E+0
01/01/1904  01:00:00,601000	1,000000E+0
01/01/1904  01:00:00,602000	1,000000E+0
01/01/1904  01:00:00,603000	1,000000E+0
01/01/1904  01:00:00,604000	1,000000E+0
01/01/1904  01:00:00,605000	1,000000E+0
01/01/1904  01:00:00,606000	1,000000E+0
01/01/1904  01:00:00,607000	1,000000E+0
01/01/1904  01:00:00,608000	1,000000E+0
01/01/1904  01:00:00,609000	1,000000E+0
01/01/1904  01:00:00,610000	1,000000E+0
01/01/1904  01:00:00,611000	1,000000E+0
01/01/1904  01:00:00,612000	1,000000E+0
01/01/1904  01:00:00,613000	1,000000E+0
01/01/1904  01:00:00,614000	1,000000E+0
01/01/1904  01:00:00,615000	1,000000E+0
01/01/1904  01:00:00,616000	1,000000E+0
01/01/1904  01:00:00,617000	-1,000000E+0
01/01/1904  01:00:00,618000	-1,000000E+0
01/01/1904  01:00:00,619000	-1,000000E+0
01/01/1904  01:00:00,620000	-1,000000E+0
01/01/1904  01:00:00,621000	-1,000000E+0
01/01/1904  01:00:00,622000	-1,000000E+0
01/01/1904  01:00:00,623000	-1,000000E+0
01/01/1904  01:00:00,624000	-1,000000E+0
01/01/1904  01:00:00,625000	-1,000000E+0
01/01/1904  01:00:00,626000	-1,000000E+0
01/01/1904  01:00:00,627000	-1,000000E+0
01/01/1904  01:00:00,628000	-1,000000E+0
01/01/1904  01:00:00,629000	-1,000000E+0
01/01/1904  01:00:00,630000	-1,000000E+0
01/01/1904  01:00:00,631000	-1,000000E+0
01/01/1904  01:00:00,632000	-1,000000E+0
01/01/1904  01:00:00,633000	1,000000E+0
01/01/1904  01:00:00,634000	1,000000E+0
01/01/1904  01:00:00,635000	1,000000E+0
01/01/1904  01:00:00,636000	1,000000E+0
01/01/1904  01:00:00,637000	1,000000E+0
01/01/1904  01:00:00,638000	1,000000E+0
01/01/1904  01:00:00,639000	1,000000E+0
01/01/1904  01:00:00,640000	1,000000E+0
01/01/1904  01:00:00,641000	1,000000E+0
01/01/1904  01:00:00,642000	1,000000E+0
01/01/1904  01:00:00,643000	1,000000E+0
01/01/1904  01:00:00,644000	1,000000E+0
01/01/1904  01:00:00,645000	1,000000E+0
01/01/1904  01:00:00,646000	1,000000E+0
01/01/1904  01:00:00,647000	1,000000E+0
01/01/1904  01:00:00,648000	1,000000E+0
01/01/1904  01:00:00,649000	1,000000E+0
01/01/1904  01:00:00,650000	-1,000000E+0
01/01/1904  01:00:00,651000	-1,000000E+0
01/01/1904  01:00:00,652000	-1,000000E+0
01/01/1904  01:00:00,653000	-1,000000E+0
01/01/1904  01:00:00,654000	-1,000000E+0
01/01/1904  01:00:00,655000	-1,000000E+0
01/01/1904  01:00:00,656000	-1,000000E+0
01/01/1904  01:00:00,657000	-1,000000E+0
01/01/1904  01:00:00,658000	-1,000000E+0
01/01/1904  01:00:00,659000	-1,000000E+0
01/01/1904  01:00:00,660000	-1,000000E+0
01/01/1904  01:00:00,661000	-1,000000E+0
01/01/1904  01:00:00,662000	-1,000000E+0
01/01/1904  01:00:00,663000	-1,000000E+0
01/01/1904  01:00:00,664000	-1,000000E+0
01/01/1904  01:00:00,665000	-1,000000E+0
01/01/1904  01:00:00,666000	-1,000000E+0
01/01/1904  01:00:00,667000	1,000000E+0
01/01/1904  01:00:00,668000	1,000000E+0
01/01/1904  01:00:00,669000	1,000000E+0
01/01/1904  01:00:00,670000	1,000000E+0
01/01/1904  01:00:00,671000	1,000000E+0
01/01/1904  01:00:00,672000	1,000000E+0
01/01/1904  01:00:00,673000	1,000000E+0
01/01/1904  01:00:00,674000	1,000000E+0
01/01/1904  01:00:00,675000	1,000000E+0
01/01/1904  01:00:00,676000	1,000000E+0
01/01/1904  01:00:00,677000	1,000000E+0
01/01/1904  01:00:00,678000	1,000000E+0
01/01/1904  01:00:00,679000	1,000000E+0
01/01/1904  01:00:00,680000	1,000000E+0
01/01/1904  01:00:00,681000	1,000000E+0
01/01/1904  01:00:00,682000	1,000000E+0
01/01/1904  01:00:00,683000	-1,000000E+0
01/01/1904  01:00:00,684000	-1,000000E+0
01/01/1904  01:00:00,685000	-1,000000E+0
01/01/1904  01:00:00,686000	-1,000000E+0
01/01/1904  01:00:00,687000	-1,000000E+0
01/01/1904  01:00:00,688000	-1,000000E+0
01/01/1904  01:00:00,689000	-1,000000E+0
01/01/1904  01:00:00,690000	-1,000000E+0
01/01/1904  01:00:00,691000	-1,000000E+0
01/01/1904  01:00:00,692000	-1,000000E+0
01/01/1904  01:00:00,693000	-1,000000E+0
01/01/1904  01:00:00,694000	-1,000000E+0
01/01/1904  01:00:00,695000	-1,000000E+0
01/01/1904  01:00:00,696000	-1,000000E+0
01/01/1904  01:00:00,697000	-1,000000E+0
01/01/1904  01:00:00,698000	-1,000000E+0
01/01/1904  01:00:00,699000	-1,000000E+0
01/01/1904  01:00:00,700000	1,000000E+0
01/01/1904  01:00:00,701000	1,000000E+0
01/01/1904  01:00:00,702000	1,000000E+0
01/01/1904  01:00:00,703000	1,000000E+0
01/01/1904  01:00:00,704000	1,000000E+0
01/01/1904  01:00:00,705000	1,000000E+0
01/01/1904  01:00:00,706000	1,000000E+0
01/01/1904  01:00:00,707000	1,000000E+0
01/01/1904  01:00:00,708000	1,000000E+0
01/01/1904  01:00:00,709000	1,000000E+0
01/01/1904  01:00:00,710000	1,000000E+0
01/01/1904  01:00:00,711000	1,000000E+0
01/01/1904  01:00:00,712000	1,000000E+0
01/01/1904  01:00:00,713000	1,000000E+0
01/01/1904  01:00:00,714000	1,000000E+0
01/01/1904  01:00:00,715000	1,000000E+0
01/01/1904  01:00:00,716000	-1,000000E+0
01/01/1904  01:00:00,717000	-1,000000E+0
01/01/1904  01:00:00,718000	-1,000000E+0
01/01/1904  01:00:00,719000	-1,000000E+0
01/01/1904  01:00:00,720000	-1,000000E+0
01/01/1904  01:00:00,721000	-1,000000E+0
01/01/1904  01:00:00,722000	-1,000000E+0
01/01/1904  01:00:00,723000	-1,000000E+0
01/01/1904  01:00:00,724000	-1,000000E+0
01/01/1904  01:00:00,725000	-1,000000E+0
01/01/1904  01:00:00,726000	-1,000000E+0
01/01/1904  01:00:00,727000	-1,000000E+0
01/01/1904  01:00:00,728000	-1,000000E+0
01/01/1904  01:00:00,729000	-1,000000E+0
01/01/1904  01:00:00,730000	-1,000000E+0
01/01/1904  01:00:00,731000	-1,000000E+0
01/01/1904  01:00:00,732000	-1,000000E+0
01/01/1904  01:00:00,733000	1,000000E+0
01/01/1904  01:00:00,734000	1,000000E+0
01/01/1904  01:00:00,735000	1,000000E+0
01/01/1904  01:00:00,736000	1,000000E+0
01/01/1904  01:00:00,737000	1,000000E+0
01/01/1904  01:00:00,738000	1,000000E+0
01/01/1904  01:00:00,739000	1,000000E+0
01/01/1904  01:00:00,740000	1,000000E+0
01/01/1904  01:00:00,741000	1,000000E+0
01/01/1904  01:00:00,742000	1,000000E+0
01/01/1904  01:00:00,743000	1,000000E+0
01/01/1904  01:00:00,744000	1,000000E+0
01/01/1904  01:00:00,745000	1,000000E+0
01/01/1904  01:00:00,746000	1,000000E+0
01/01/1904  01:00:00,747000	1,000000E+0
01/01/1904  01:00:00,748000	1,000000E+0
01/01/1904  01:00:00,749000	1,000000E+0
01/01/1904  01:00:00,750000	-1,000000E+0
01/01/1904  01:00:00,751000	-1,000000E+0
01/01/1904  01:00:00,752000	-1,000000E+0
01/01/1904  01:00:00,753000	-1,000000E+0
01/01/1904  01:00:00,754000	-1,000000E+0
01/01/1904  01:00:00,755000	-1,000000E+0
01/01/1904  01:00:00,756000	-1,000000E+0
01/01/1904  01:00:00,757000	-1,000000E+0
01/01/1904  01:00:00,758000	-1,000000E+0
01/01/1904  01:00:00,759000	-1,000000E+0
01/01/1904  01:00:00,760000	-1,000000E+0
01/01/1904  01:00:00,761000	-1,000000E+0
01/01/1904  01:00:00,762000	-1,000000E+0
01/01/1904  01:00:00,763000	-1,000000E+0
01/01/1904  01:00:00,764000	-1,000000E+0
01/01/1904  01:00:00,765000	-1,000000E+0
01/01/1904  01:00:00,766000	1,000000E+0
01/01/1904  01:00:00,767000	1,000000E+0
01/01/1904  01:00:00,768000	1,000000E+0
01/01/1904  01:00:00,769000	1,000000E+0
01/01/1904  01:00:00,770000	1,000000E+0
01/01/1904  01:00:00,771000	1,000000E+0
01/01/1904  01:00:00,772000	1,000000E+0
01/01/1904  01:00:00,773000	1,000000E+0
01/01/1904  01:00:00,774000	1,000000E+0
01/01/1904  01:00:00,775000	1,000000E+0
01/01/1904  01:00:00,776000	1,000000E+0
01/01/1904  01:00:00,777000	1,000000E+0
01/01/1904  01:00:00,778000	1,000000E+0
01/01/1904  01:00:00,779000	1,000000E+0
01/01/1904  01:00:00,780000	1,000000E+0
01/01/1904  01:00:00,781000	1,000000E+0
01/01/1904  01:00:00,782000	1,000000E+0
01/01/1904  01:00:00,783000	-1,000000E+0
01/01/1904  01:00:00,784000	-1,000000E+0
01/01/1904  01:00:00,785000	-1,000000E+0
01/01/1904  01:00:00,786000	-1,000000E+0
01/01/1904  01:00:00,787000	-1,000000E+0
01/01/1904  01:00:00,788000	-1,000000E+0
01/01/1904  01:00:00,789000	-1,000000E+0
01/01/1904  01:00:00,790000	-1,000000E+0
01/01/1904  01:00:00,791000	-1,000000E+0
01/01/1904  01:00:00,792000	-1,000000E+0
01/01/1904  01:00:00,793000	-1,000000E+0
01/01/1904  01:00:00,794000	-1,000000E+0
01/01/1904  01:00:00,795000	-1,000000E+0
01/01/1904  01:00:00,796000	-1,000000E+0
01/01/1904  01:00:00,797000	-1,000000E+0
01/01/1904  01:00:00,798000	-1,000000E+0
01/01/1904  01:00:00,799000	-1,000000E+0
01/01/1904  01:00:00,800000	1,000000E+0
01/01/1904  01:00:00,801000	1,000000E+0
01/01/1904  01:00:00,802000	1,000000E+0
01/01/1904  01:00:00,803000	1,000000E+0
01/01/1904  01:00:00,804000	1,000000E+0
01/01/1904  01:00:00,805000	1,000000E+0
01/01/1904  01:00:00,806000	1,000000E+0
01/01/1904  01:00:00,807000	1,000000E+0
01/01/1904  01:00:00,808000	1,000000E+0
01/01/1904  01:00:00,809000	1,000000E+0
01/01/1904  01:00:00,810000	1,000000E+0
01/01/1904  01:00:00,811000	1,000000E+0
01/01/1904  01:00:00,812000	1,000000E+0
01/01/1904  01:00:00,813000	1,000000E+0
01/01/1904  01:00:00,814000	1,000000E+0
01/01/1904  01:00:00,815000	1,000000E+0
01/01/1904  01:00:00,816000	-1,000000E+0
01/01/1904  01:00:00,817000	-1,000000E+0
01/01/1904  01:00:00,818000	-1,000000E+0
01/01/1904  01:00:00,819000	-1,000000E+0
01/01/1904  01:00:00,820000	-1,000000E+0
01/01/1904  01:00:00,821000	-1,000000E+0
01/01/1904  01:00:00,822000	-1,000000E+0
01/01/1904  01:00:00,823000	-1,000000E+0
01/01/1904  01:00:00,824000	-1,000000E+0
01/01/1904  01:00:00,825000	-1,000000E+0
01/01/1904  01:00:00,826000	-1,000000E+0
01/01/1904  01:00:00,827000	-1,000000E+0
01/01/1904  01:00:00,828000	-1,000000E+0
01/01/1904  01:00:00,829000	-1,000000E+0
01/01/1904  01:00:00,830000	-1,000000E+0
01/01/1904  01:00:00,831000	-1,000000E+0
01/01/1904  01:00:00,832000	-1,000000E+0
01/01/1904  01:00:00,833000	1,000000E+0
01/01/1904  01:00:00,834000	1,000000E+0
01/01/1904  01:00:00,835000	1,000000E+0
01/01/1904  01:00:00,836000	1,000000E+0
01/01/1904  01:00:00,837000	1,000000E+0
01/01/1904  01:00:00,838000	1,000000E+0
01/01/1904  01:00:00,839000	1,000000E+0
01/01/1904  01:00:00,840000	1,000000E+0
01/01/1904  01:00:00,841000	1,000000E+0
01/01/1904  01:00:00,842000	1,000000E+0
01/01/1904  01:00:00,843000	1,000000E+0
01/01/1904  01:00:00,844000	1,000000E+0
01/01/1904  01:00:00,845000	1,000000E+0
01/01/1904  01:00:00,846000	1,000000E+0
01/01/1904  01:00:00,847000	1,000000E+0
01/01/1904  01:00:00,848000	1,000000E+0
01/01/1904  01:00:00,849000	-1,000000E+0
01/01/1904  01:00:00,850000	-1,000000E+0
01/01/1904  01:00:00,851000	-1,000000E+0
01/01/1904  01:00:00,852000	-1,000000E+0
01/01/1904  01:00:00,853000	-1,000000E+0
01/01/1904  01:00:00,854000	-1,000000E+0
01/01/1904  01:00:00,855000	-1,000000E+0
01/01/1904  01:00:00,856000	-1,000000E+0
01/01/1904  01:00:00,857000	-1,000000E+0
01/01/1904  01:00:00,858000	-1,000000E+0
01/01/1904  01:00:00,859000	-1,000000E+0
01/01/1904  01:00:00,860000	-1,000000E+0
01/01/1904  01:00:00,861000	-1,000000E+0
01/01/1904  01:00:00,862000	-1,000000E+0
01/01/1904  01:00:00,863000	-1,000000E+0
01/01/1904  01:00:00,864000	-1,000000E+0
01/01/1904  01:00:00,865000	-1,000000E+0
01/01/1904  01:00:00,866000	1,000000E+0
01/01/1904  01:00:00,867000	1,000000E+0
01/01/1904  01:00:00,868000	1,000000E+0
01/01/1904  01:00:00,869000	1,000000E+0
01/01/1904  01:00:00,870000	1,000000E+0
01/01/1904  01:00:00,871000	1,000000E+0
01/01/1904  01:00:00,872000	1,000000E+0
01/01/1904  01:00:00,873000	1,000000E+0
01/01/1904  01:00:00,874000	1,000000E+0
01/01/1904  01:00:00,875000	1,000000E+0
01/01/1904  01:00:00,876000	1,000000E+0
01/01/1904  01:00:00,877000	1,000000E+0
01/01/1904  01:00:00,878000	1,000000E+0
01/01/1904  01:00:00,879000	1,000000E+0
01/01/1904  01:00:00,880000	1,000000E+0
01/01/1904  01:00:00,881000	1,000000E+0
01/01/1904  01:00:00,882000	1,000000E+0
01/01/1904  01:00:00,883000	-1,000000E+0
01/01/1904  01:00:00,884000	-1,000000E+0
01/01/1904  01:00:00,885000	-1,000000E+0
01/01/1904  01:00:00,886000	-1,000000E+0
01/01/1904  01:00:00,887000	-1,000000E+0
01/01/1904  01:00:00,888000	-1,000000E+0
01/01/1904  01:00:00,889000	-1,000000E+0
01/01/1904  01:00:00,890000	-1,000000E+0
01/01/1904  01:00:00,891000	-1,000000E+0
01/01/1904  01:00:00,892000	-1,000000E+0
01/01/1904  01:00:00,893000	-1,000000E+0
01/01/1904  01:00:00,894000	-1,000000E+0
01/01/1904  01:00:00,895000	-1,000000E+0
01/01/1904  01:00:00,896000	-1,000000E+0
01/01/1904  01:00:00,897000	-1,000000E+0
01/01/1904  01:00:00,898000	-1,000000E+0
01/01/1904  01:00:00,899000	1,000000E+0
01/01/1904  01:00:00,900000	1,000000E+0
01/01/1904  01:00:00,901000	1,000000E+0
01/01/1904  01:00:00,902000	1,000000E+0
01/01/1904  01:00:00,903000	1,000000E+0
01/01/1904  01:00:00,904000	1,000000E+0
01/01/1904  01:00:00,905000	1,000000E+0
01/01/1904  01:00:00,906000	1,000000E+0
01/01/1904  01:00:00,907000	1,000000E+0
01/01/1904  01:00:00,908000	1,000000E+0
01/01/1904  01:00:00,909000	1,000000E+0
01/01/1904  01:00:00,910000	1,000000E+0
01/01/1904  01:00:00,911000	1,000000E+0
01/01/1904  01:00:00,912000	1,000000E+0
01/01/1904  01:00:00,913000	1,000000E+0
01/01/1904  01:00:00,914000	1,000000E+0
01/01/1904  01:00:00,915000	1,000000E+0
01/01/1904  01:00:00,916000	-1,000000E+0
01/01/1904  01:00:00,917000	-1,000000E+0
01/01/1904  01:00:00,918000	-1,000000E+0
01/01/1904  01:00:00,919000	-1,000000E+0
01/01/1904  01:00:00,920000	-1,000000E+0
01/01/1904  01:00:00,921000	-1,000000E+0
01/01/1904  01:00:00,922000	-1,000000E+0
01/01/1904  01:00:00,923000	-1,000000E+0
01/01/1904  01:00:00,924000	-1,000000E+0
01/01/1904  01:00:00,925000	-1,000000E+0
01/01/1904  01:00:00,926000	-1,000000E+0
01/01/1904  01:00:00,927000	-1,000000E+0
01/01/1904  01:00:00,928000	-1,000000E+0
01/01/1904  01:00:00,929000	-1,000000E+0
01/01/1904  01:00:00,930000	-1,000000E+0
01/01/1904  01:00:00,931000	-1,000000E+0
01/01/1904  01:00:00,932000	1,000000E+0
01/01/1904  01:00:00,933000	1,000000E+0
01/01/1904  01:00:00,934000	1,000000E+0
01/01/1904  01:00:00,935000	1,000000E+0
01/01/1904  01:00:00,936000	1,000000E+0
01/01/1904  01:00:00,937000	1,000000E+0
01/01/1904  01:00:00,938000	1,000000E+0
01/01/1904  01:00:00,939000	1,000000E+0
01/01/1904  01:00:00,940000	1,000000E+0
01/01/1904  01:00:00,941000	1,000000E+0
01/01/1904  01:00:00,942000	1,000000E+0
01/01/1904  01:00:00,943000	1,000000E+0
01/01/1904  01:00:00,944000	1,000000E+0
01/01/1904  01:00:00,945000	1,000000E+0
01/01/1904  01:00:00,946000	1,000000E+0
01/01/1904  01:00:00,947000	1,000000E+0
01/01/1904  01:00:00,948000	1,000000E+0
01/01/1904  01:00:00,949000	-1,000000E+0
01/01/1904  01:00:00,950000	-1,000000E+0
01/01/1904  01:00:00,951000	-1,000000E+0
01/01/1904  01:00:00,952000	-1,000000E+0
01/01/1904  01:00:00,953000	-1,000000E+0
01/01/1904  01:00:00,954000	-1,000000E+0
01/01/1904  01:00:00,955000	-1,000000E+0
01/01/1904  01:00:00,956000	-1,000000E+0
01/01/1904  01:00:00,957000	-1,000000E+0
01/01/1904  01:00:00,958000	-1,000000E+0
01/01/1904  01:00:00,959000	-1,000000E+0
01/01/1904  01:00:00,960000	-1,000000E+0
01/01/1904  01:00:00,961000	-1,000000E+0
01/01/1904  01:00:00,962000	-1,000000E+0
01/01/1904  01:00:00,963000	-1,000000E+0
01/01/1904  01:00:00,964000	-1,000000E+0
01/01/1904  01:00:00,965000	-1,000000E+0
01/01/1904  01:00:00,966000	1,000000E+0
01/01/1904  01:00:00,967000	1,000000E+0
01/01/1904  01:00:00,968000	1,000000E+0
01/01/1904  01:00:00,969000	1,000000E+0
01/01/1904  01:00:00,970000	1,000000E+0
01/01/1904  01:00:00,971000	1,000000E+0
01/01/1904  01:00:00,972000	1,000000E+0
01/01/1904  01:00:00,973000	1,000000E+0
01/01/1904  01:00:00,974000	1,000000E+0
01/01/1904  01:00:00,975000	1,000000E+0
01/01/1904  01:00:00,976000	1,000000E+0
01/01/1904  01:00:00,977000	1,000000E+0
01/01/1904  01:00:00,978000	1,000000E+0
01/01/1904  01:00:00,979000	1,000000E+0
01/01/1904  01:00:00,980000	1,000000E+0
01/01/1904  01:00:00,981000	1,000000E+0
01/01/1904  01:00:00,982000	-1,000000E+0
01/01/1904  01:00:00,983000	-1,000000E+0
01/01/1904  01:00:00,984000	-1,000000E+0
01/01/1904  01:00:00,985000	-1,000000E+0
01/01/1904  01:00:00,986000	-1,000000E+0
01/01/1904  01:00:00,987000	-1,000000E+0
01/01/1904  01:00:00,988000	-1,000000E+0
01/01/1904  01:00:00,989000	-1,000000E+0
01/01/1904  01:00:00,990000	-1,000000E+0
01/01/1904  01:00:00,991000	-1,000000E+0
01/01/1904  01:00:00,992000	-1,000000E+0
01/01/1904  01:00:00,993000	-1,000000E+0
01/01/1904  01:00:00,994000	-1,000000E+0
01/01/1904  01:00:00,995000	-1,000000E+0
01/01/1904  01:00:00,996000	-1,000000E+0
01/01/1904  01:00:00,997000	-1,000000E+0
01/01/1904  01:00:00,998000	-1,000000E+0
01/01/1904  01:00:00,999000	1,000000E+0
01/01/1904  01:00:01,000000	1,000000E+0
01/01/1904  01:00:01,001000	1,000000E+0
01/01/1904  01:00:01,002000	1,000000E+0
01/01/1904  01:00:01,003000	1,000000E+0
01/01/1904  01:00:01,004000	1,000000E+0
01/01/1904  01:00:01,005000	1,000000E+0
01/01/1904  01:00:01,006000	1,000000E+0
01/01/1904  01:00:01,007000	1,000000E+0
01/01/1904  01:00:01,008000	1,000000E+0
01/01/1904  01:00:01,009000	1,000000E+0
01/01/1904  01:00:01,010000	1,000000E+0
01/01/1904  01:00:01,011000	1,000000E+0
01/01/1904  01:00:01,012000	1,000000E+0
01/01/1904  01:00:01,013000	1,000000E+0
01/01/1904  01:00:01,014000	1,000000E+0
01/01/1904  01:00:01,015000	-1,000000E+0
01/01/1904  01:00:01,016000	-1,000000E+0
01/01/1904  01:00:01,017000	-1,000000E+0
01/01/1904  01:00:01,018000	-1,000000E+0
01/01/1904  01:00:01,019000	-1,000000E+0
01/01/1904  01:00:01,020000	-1,000000E+0
01/01/1904  01:00:01,021000	-1,000000E+0
01/01/1904  01:00:01,022000	-1,000000E+0
01/01/1904  01:00:01,023000	-1,000000E+0
01/01/1904  01:00:01,024000	-1,000000E+0
01/01/1904  01:00:01,025000	-1,000000E+0
01/01/1904  01:00:01,026000	-1,000000E+0
01/01/1904  01:00:01,027000	-1,000000E+0
01/01/1904  01:00:01,028000	-1,000000E+0
01/01/1904  01:00:01,029000	-1,000000E+0
01/01/1904  01:00:01,030000	-1,000000E+0
01/01/1904  01:00:01,031000	-1,000000E+0
01/01/1904  01:00:01,032000	1,000000E+0
01/01/1904  01:00:01,033000	1,000000E+0
01/01/1904  01:00:01,034000	1,000000E+0
01/01/1904  01:00:01,035000	1,000000E+0
01/01/1904  01:00:01,036000	1,000000E+0
01/01/1904  01:00:01,037000	1,000000E+0
01/01/1904  01:00:01,038000	1,000000E+0
01/01/1904  01:00:01,039000	1,000000E+0
01/01/1904  01:00:01,040000	1,000000E+0
01/01/1904  01:00:01,041000	1,000000E+0
01/01/1904  01:00:01,042000	1,000000E+0
01/01/1904  01:00:01,043000	1,000000E+0
01/01/1904  01:00:01,044000	1,000000E+0
01/01/1904  01:00:01,045000	1,000000E+0
01/01/1904  01:00:01,046000	1,000000E+0
01/01/1904  01:00:01,047000	1,000000E+0
01/01/1904  01:00:01,048000	1,000000E+0
01/01/1904  01:00:01,049000	-1,000000E+0
01/01/1904  01:00:01,050000	-1,000000E+0
01/01/1904  01:00:01,051000	-1,000000E+0
01/01/1904  01:00:01,052000	-1,000000E+0
01/01/1904  01:00:01,053000	-1,000000E+0
01/01/1904  01:00:01,054000	-1,000000E+0
01/01/1904  01:00:01,055000	-1,000000E+0
01/01/1904  01:00:01,056000	-1,000000E+0
01/01/1904  01:00:01,057000	-1,000000E+0
01/01/1904  01:00:01,058000	-1,000000E+0
01/01/1904  01:00:01,059000	-1,000000E+0
01/01/1904  01:00:01,060000	-1,000000E+0
01/01/1904  01:00:01,061000	-1,000000E+0
01/01/1904  01:00:01,062000	-1,000000E+0
01/01/1904  01:00:01,063000	-1,000000E+0
01/01/1904  01:00:01,064000	-1,000000E+0
01/01/1904  01:00:01,065000	1,000000E+0
01/01/1904  01:00:01,066000	1,000000E+0
01/01/1904  01:00:01,067000	1,000000E+0
01/01/1904  01:00:01,068000	1,000000E+0
01/01/1904  01:00:01,069000	1,000000E+0
01/01/1904  01:00:01,070000	1,000000E+0
01/01/1904  01:00:01,071000	1,000000E+0
01/01/1904  01:00:01,072000	1,000000E+0
01/01/1904  01:00:01,073000	1,000000E+0
01/01/1904  01:00:01,074000	1,000000E+0
01/01/1904  01:00:01,075000	1,000000E+0
01/01/1904  01:00:01,076000	1,000000E+0
01/01/1904  01:00:01,077000	1,000000E+0
01/01/1904  01:00:01,078000	1,000000E+0
01/01/1904  01:00:01,079000	1,000000E+0
01/01/1904  01:00:01,080000	1,000000E+0
01/01/1904  01:00:01,081000	1,000000E+0
01/01/1904  01:00:01,082000	-1,000000E+0
01/01/1904  01:00:01,083000	-1,000000E+0
01/01/1904  01:00:01,084000	-1,000000E+0
01/01/1904  01:00:01,085000	-1,000000E+0
01/01/1904  01:00:01,086000	-1,000000E+0
01/01/1904  01:00:01,087000	-1,000000E+0
01/01/1904  01:00:01,088000	-1,000000E+0
01/01/1904  01:00:01,089000	-1,000000E+0
01/01/1904  01:00:01,090000	-1,000000E+0
01/01/1904  01:00:01,091000	-1,000000E+0
01/01/1904  01:00:01,092000	-1,000000E+0
01/01/1904  01:00:01,093000	-1,000000E+0
01/01/1904  01:00:01,094000	-1,000000E+0
01/01/1904  01:00:01,095000	-1,000000E+0
01/01/1904  01:00:01,096000	-1,000000E+0
01/01/1904  01:00:01,097000	-1,000000E+0
01/01/1904  01:00:01,098000	-1,000000E+0
01/01/1904  01:00:01,099000	1,000000E+0
01/01/1904  01:00:01,100000	1,000000E+0
01/01/1904  01:00:01,101000	1,000000E+0
01/01/1904  01:00:01,102000	1,000000E+0
01/01/1904  01:00:01,103000	1,000000E+0
01/01/1904  01:00:01,104000	1,000000E+0
01/01/1904  01:00:01,105000	1,000000E+0
01/01/1904  01:00:01,106000	1,000000E+0
01/01/1904  01:00:01,107000	1,000000E+0
01/01/1904  01:00:01,108000	1,000000E+0
01/01/1904  01:00:01,109000	1,000000E+0
01/01/1904  01:00:01,110000	1,000000E+0
01/01/1904  01:00:01,111000	1,000000E+0
01/01/1904  01:00:01,112000	1,000000E+0
01/01/1904  01:00:01,113000	1,000000E+0
01/01/1904  01:00:01,114000	1,000000E+0
01/01/1904  01:00:01,115000	-1,000000E+0
01/01/1904  01:00:01,116000	-1,000000E+0
01/01/1904  01:00:01,117000	-1,000000E+0
01/01/1904  01:00:01,118000	-1,000000E+0
01/01/1904  01:00:01,119000	-1,000000E+0
01/01/1904  01:00:01,120000	-1,000000E+0
01/01/1904  01:00:01,121000	-1,000000E+0
01/01/1904  01:00:01,122000	-1,000000E+0
01/01/1904  01:00:01,123000	-1,000000E+0
01/01/1904  01:00:01,124000	-1,000000E+0
01/01/1904  01:00:01,125000	-1,000000E+0
01/01/1904  01:00:01,126000	-1,000000E+0
01/01/1904  01:00:01,127000	-1,000000E+0
01/01/1904  01:00:01,128000	-1,000000E+0
01/01/1904  01:00:01,129000	-1,000000E+0
